BufferReaderCase;1000;15.061;5112.7285
ScannerWithoutValidation;1000;19.675;5028.768
CSVReaderWithoutValidation;1000;23.694;5821.4927
CSVReaderCase;2000;39.53;8489.071
FileReaderCase;2000;34.467;8992.3955
FilesLinesCase;2000;34.125;9629.93
BufferReaderCase;2000;34.434;9466.3545
ScannerCase;2000;40.592;9990.748
ScannerWithoutValidation;2000;41.483;10594.703
FilesLinesWithoutValidation;2000;34.874;9252.527
FileReaderWithoutValidation;2000;37.7;10351.44
CSVReaderWithoutValidation;2000;50.522;11037.073
BufferReaderWithoutValidation;2000;34.333;11582.464
FilesLinesWithoutValidation;4000;80.146;16699.08
ScannerWithoutValidation;4000;95.621;16488.006
FilesLinesCase;4000;74.442;15347.143
FileReaderWithoutValidation;4000;88.812;15788.434
BufferReaderWithoutValidation;4000;82.316;15913.4795
FileReaderCase;4000;72.222;16338.855
BufferReaderCase;4000;72.787;16372.41
CSVReaderCase;4000;88.718;15431.116
ScannerCase;4000;88.23;16447.908
CSVReaderWithoutValidation;4000;115.217;15570.147
BufferReaderCase;100;1.232;1109.4911
BufferReaderWithoutValidation;100;1.314;763.36334
ScannerCase;100;1.578;1409.2861
CSVReaderCase;100;1.548;1089.076
FileReaderWithoutValidation;100;1.55;571.31647
CSVReaderWithoutValidation;100;2.071;1171.8934
FilesLinesWithoutValidation;100;1.401;635.56683
FileReaderCase;100;1.266;1050.424
ScannerWithoutValidation;100;1.738;460.90274
FilesLinesCase;100;1.237;1761.6077
FilesLinesCase;250;3.324;2528.6458
FilesLinesWithoutValidation;250;3.656;2032.1791
BufferReaderWithoutValidation;250;3.626;2225.1707
BufferReaderCase;250;3.374;1639.3999
ScannerCase;250;4.449;1248.0903
ScannerWithoutValidation;250;4.427;2453.6677
CSVReaderCase;250;4.093;1785.8124
FileReaderCase;250;3.485;1501.5608
CSVReaderWithoutValidation;250;5.561;1749.0248
FileReaderWithoutValidation;250;4.009;2366.878
FilesLinesCase;500;7.086;3329.7769
CSVReaderWithoutValidation;500;11.473;2818.5623
CSVReaderCase;500;8.667;2654.9944
FileReaderCase;500;7.113;3028.199
BufferReaderWithoutValidation;500;7.855;3052.799
FileReaderWithoutValidation;500;8.594;2881.4553
ScannerCase;500;8.864;4026.5317
ScannerWithoutValidation;500;9.272;3560.84
BufferReaderCase;500;6.941;3221.2256
FilesLinesWithoutValidation;500;7.489;3710.9219
BufferReaderWithoutValidation;1000;16.477;5597.1846
ScannerWithoutValidation;1000;19.781;5447.3184
CSVReaderCase;1000;18.469;4802.3125
FilesLinesWithoutValidation;1000;16.527;6628.9834
ScannerCase;1000;18.737;4802.473
CSVReaderWithoutValidation;1000;24.111;4909.319
BufferReaderCase;1000;15.361;5058.3306
FileReaderCase;1000;15.419;5158.994
FilesLinesCase;1000;15.884;4315.743
FileReaderWithoutValidation;1000;18.683;4997.3
FileReaderCase;2000;33.88;9040.708
CSVReaderWithoutValidation;2000;50.156;11045.585
BufferReaderWithoutValidation;2000;34.887;9137.177
ScannerWithoutValidation;2000;42.397;10224.624
FilesLinesWithoutValidation;2000;34.854;9892.151
ScannerCase;2000;39.848;8635.7295
FileReaderWithoutValidation;2000;38.099;10076.7
FilesLinesCase;2000;33.044;8585.604
BufferReaderCase;2000;34.148;9486.658
CSVReaderCase;2000;40.376;9096.409
FilesLinesWithoutValidation;4000;83.602;15708.056
BufferReaderWithoutValidation;4000;82.412;15861.258
FileReaderCase;4000;71.419;16333.097
BufferReaderCase;4000;71.911;16337.139
ScannerWithoutValidation;4000;99.104;15564.386
ScannerCase;4000;87.09;16213.019
FilesLinesCase;4000;70.793;16400.072
CSVReaderCase;4000;83.24;16895.008
CSVReaderWithoutValidation;4000;114.983;15808.394
FileReaderWithoutValidation;4000;90.108;16702.582
BufferReaderCase;100;1.228;1761.6077
FilesLinesWithoutValidation;100;1.215;1803.5507
ScannerCase;100;1.587;2315.2559
CSVReaderCase;100;1.533;1694.4988
CSVReaderWithoutValidation;100;2.076;659.78467
FileReaderWithoutValidation;100;1.464;1845.4565
FilesLinesCase;100;1.247;1114.0492
BufferReaderWithoutValidation;100;1.319;791.04974
FileReaderCase;100;1.331;563.75085
ScannerWithoutValidation;100;1.617;1155.3344
CSVReaderWithoutValidation;250;5.406;2037.8345
BufferReaderWithoutValidation;250;3.498;1832.844
BufferReaderCase;250;3.363;1195.3408
CSVReaderCase;250;4.152;2030.0431
ScannerCase;250;4.335;1446.5883
FilesLinesWithoutValidation;250;3.621;1618.9998
FilesLinesCase;250;3.407;1170.1758
FileReaderWithoutValidation;250;3.932;2381.0142
ScannerWithoutValidation;250;4.387;1631.5796
FileReaderCase;250;3.432;1686.1102
FilesLinesCase;500;7.141;2625.8977
BufferReaderCase;500;6.96;3200.2537
ScannerWithoutValidation;500;9.355;3145.5847
CSVReaderWithoutValidation;500;11.258;2885.4473
ScannerCase;500;8.81;2688.4617
CSVReaderCase;500;8.68;2172.6484
FileReaderCase;500;7.141;2449.4731
FileReaderWithoutValidation;500;8.489;3644.4692
FilesLinesWithoutValidation;500;7.761;3053.061
BufferReaderWithoutValidation;500;7.621;3652.5127
FilesLinesWithoutValidation;1000;16.469;5824.576
CSVReaderWithoutValidation;1000;23.756;7233.9106
BufferReaderWithoutValidation;1000;16.312;5946.2793
FileReaderCase;1000;15.728;5062.514
ScannerCase;1000;18.755;4353.276
CSVReaderCase;1000;18.099;4773.0996
ScannerWithoutValidation;1000;19.787;4915.058
BufferReaderCase;1000;14.964;4861.1694
FilesLinesCase;1000;15.135;4815.059
FileReaderWithoutValidation;1000;17.88;7375.5693
ScannerWithoutValidation;2000;41.869;9910.212
FileReaderCase;2000;33.909;9195.896
BufferReaderCase;2000;32.657;9097.045
CSVReaderWithoutValidation;2000;51.322;11259.494
BufferReaderWithoutValidation;2000;34.606;9309.143
CSVReaderCase;2000;39.226;9080.665
FilesLinesWithoutValidation;2000;34.881;9539.83
ScannerCase;2000;40.549;9902.037
FilesLinesCase;2000;32.702;8317.001
FileReaderWithoutValidation;2000;38.261;11172.932
CSVReaderWithoutValidation;4000;113.109;15961.071
CSVReaderCase;4000;83.837;16526.07
FilesLinesWithoutValidation;4000;81.243;16349.974
FileReaderWithoutValidation;4000;93.278;15851.1
ScannerWithoutValidation;4000;94.327;16617.545
FileReaderCase;4000;76.473;15475.361
BufferReaderCase;4000;71.193;16402.557
ScannerCase;4000;85.699;16688.273
BufferReaderWithoutValidation;4000;81.058;16339.141
FilesLinesCase;4000;71.959;16338.025
FileReaderCase;100;1.248;1660.9443
BufferReaderWithoutValidation;100;1.223;1803.5507
ScannerWithoutValidation;100;1.645;2365.5874
BufferReaderCase;100;1.225;1761.6077
ScannerCase;100;1.593;2315.2559
CSVReaderWithoutValidation;100;2.11;654.3114
FilesLinesWithoutValidation;100;1.364;803.95703
FilesLinesCase;100;1.315;637.5342
CSVReaderCase;100;1.619;513.5691
FileReaderWithoutValidation;100;1.476;606.12994
BufferReaderCase;250;3.493;1940.8658
ScannerCase;250;4.329;1400.4701
FileReaderWithoutValidation;250;3.917;2550.131
FilesLinesCase;250;3.359;2046.8203
CSVReaderWithoutValidation;250;5.416;2768.2256
ScannerWithoutValidation;250;4.295;2306.7996
BufferReaderWithoutValidation;250;3.564;2368.3215
FileReaderCase;250;3.329;2017.4602
CSVReaderCase;250;4.065;2055.209
FilesLinesWithoutValidation;250;3.652;1580.1416
BufferReaderWithoutValidation;500;7.463;3900.3062
ScannerCase;500;8.926;3258.8447
FilesLinesCase;500;7.045;2772.433
CSVReaderCase;500;8.52;3149.9097
ScannerWithoutValidation;500;9.24;3669.9443
CSVReaderWithoutValidation;500;11.204;3275.579
FilesLinesWithoutValidation;500;7.761;2566.8572
BufferReaderCase;500;7.059;2139.0942
FileReaderCase;500;7.138;3258.461
FileReaderWithoutValidation;500;8.448;3162.4072
ScannerWithoutValidation;1000;20.032;6595.4287
ScannerCase;1000;19.634;4225.1206
CSVReaderWithoutValidation;1000;24.139;5055.2773
FilesLinesCase;1000;15.463;4445.9204
CSVReaderCase;1000;18.917;4359.456
BufferReaderWithoutValidation;1000;16.711;5619.434
FilesLinesWithoutValidation;1000;16.353;6131.3013
FileReaderCase;1000;15.72;4303.3345
FileReaderWithoutValidation;1000;17.867;5453.976
BufferReaderCase;1000;15.271;4454.271
FileReaderWithoutValidation;2000;37.79;10803.824
ScannerCase;2000;40.726;8436.729
FilesLinesWithoutValidation;2000;34.751;11163.025
BufferReaderCase;2000;33.543;10006.467
BufferReaderWithoutValidation;2000;34.355;9971.843
FilesLinesCase;2000;34.43;9166.537
CSVReaderWithoutValidation;2000;50.186;9212.674
FileReaderCase;2000;35.814;8547.391
CSVReaderCase;2000;38.834;8400.521
ScannerWithoutValidation;2000;41.625;9619.521
CSVReaderCase;4000;86.651;16699.307
ScannerCase;4000;86.39;16734.889
CSVReaderWithoutValidation;4000;114.212;16687.854
ScannerWithoutValidation;4000;95.242;16535.496
FilesLinesCase;4000;70.828;16238.185
FileReaderWithoutValidation;4000;88.647;15825.294
FileReaderCase;4000;76.616;15285.999
BufferReaderWithoutValidation;4000;82.932;16029.221
FilesLinesWithoutValidation;4000;79.24;16758.773
BufferReaderCase;4000;70.321;16427.705
FileReaderWithoutValidation;100;1.417;1887.4368
ScannerWithoutValidation;100;1.66;2365.5874
CSVReaderCase;100;1.521;1694.4988
BufferReaderWithoutValidation;100;1.23;1803.5507
FilesLinesWithoutValidation;100;1.222;1803.5507
BufferReaderCase;100;1.213;1761.6077
CSVReaderWithoutValidation;100;2.091;661.7298
ScannerCase;100;1.55;1426.0173
FilesLinesCase;100;1.223;1107.2963
FileReaderCase;100;1.22;1048.576
FilesLinesCase;250;3.376;1697.6855
BufferReaderCase;250;3.416;2185.2324
FilesLinesWithoutValidation;250;3.533;1599.9443
CSVReaderWithoutValidation;250;5.365;3092.6313
ScannerCase;250;4.392;1245.181
CSVReaderCase;250;4.182;1604.5189
ScannerWithoutValidation;250;4.441;2373.9753
FileReaderCase;250;3.305;1493.1722
FileReaderWithoutValidation;250;3.854;2499.805
BufferReaderWithoutValidation;250;3.457;1613.6002
FilesLinesCase;500;7.282;2716.538
FileReaderWithoutValidation;500;8.488;3837.7778
CSVReaderWithoutValidation;500;11.351;3573.2275
ScannerCase;500;8.982;2524.8071
CSVReaderCase;500;8.609;2218.7856
BufferReaderWithoutValidation;500;7.606;3099.4944
FileReaderCase;500;7.05;3191.8652
FilesLinesWithoutValidation;500;7.658;3610.239
BufferReaderCase;500;7.222;2768.229
ScannerWithoutValidation;500;9.326;3820.8657
FilesLinesCase;1000;15.417;5300.3506
BufferReaderCase;1000;14.989;4634.6885
FileReaderWithoutValidation;1000;18.333;5279.254
FilesLinesWithoutValidation;1000;16.619;6194.532
CSVReaderCase;1000;18.608;4646.592
ScannerCase;1000;18.74;6631.1924
ScannerWithoutValidation;1000;19.715;6303.348
FileReaderCase;1000;15.514;4546.596
CSVReaderWithoutValidation;1000;23.912;4794.0776
BufferReaderWithoutValidation;1000;15.987;6673.1377
FileReaderWithoutValidation;2000;39.408;9917.317
FilesLinesCase;2000;33.907;9097.031
ScannerCase;2000;40.376;9008.741
FileReaderCase;2000;34.604;8408.6
CSVReaderWithoutValidation;2000;50.469;10307.388
CSVReaderCase;2000;41.323;9158.688
ScannerWithoutValidation;2000;42.152;9847.259
BufferReaderWithoutValidation;2000;34.96;10795.181
BufferReaderCase;2000;32.719;9416.025
FilesLinesWithoutValidation;2000;34.66;10290.61
FileReaderCase;4000;73.375;16299.574
BufferReaderCase;4000;71.727;16547.96
ScannerWithoutValidation;4000;96.565;16738.988
FilesLinesCase;4000;74.941;15353.619
ScannerCase;4000;85.755;16439.512
FilesLinesWithoutValidation;4000;83.137;16478.385
BufferReaderWithoutValidation;4000;82.555;16330.531
CSVReaderWithoutValidation;4000;111.116;16772.297
FileReaderWithoutValidation;4000;86.521;16301.859
CSVReaderCase;4000;84.83;16442.195
CSVReaderWithoutValidation;100;2.109;659.4617
FileReaderCase;100;1.248;1061.1492
FilesLinesCase;100;1.242;1107.2963
BufferReaderWithoutValidation;100;1.31;836.866
ScannerCase;100;1.601;1171.2538
ScannerWithoutValidation;100;1.589;1150.295
FilesLinesWithoutValidation;100;1.331;463.94382
FileReaderWithoutValidation;100;1.408;1887.4368
BufferReaderCase;100;1.215;1761.6077
CSVReaderCase;100;1.524;1694.4988
CSVReaderCase;250;4.083;1702.8875
BufferReaderCase;250;3.45;1505.7551
ScannerCase;250;4.419;1333.727
CSVReaderWithoutValidation;250;5.423;2831.1553
BufferReaderWithoutValidation;250;3.631;1602.2135
FilesLinesCase;250;3.448;1266.2795
FileReaderCase;250;3.298;1933.5741
FileReaderWithoutValidation;250;4.067;1711.2654
FilesLinesWithoutValidation;250;3.592;2350.0652
ScannerWithoutValidation;250;4.408;2747.2566
BufferReaderCase;500;7.063;2617.241
CSVReaderWithoutValidation;500;11.2;3506.0327
ScannerWithoutValidation;500;9.48;3074.2444
FileReaderCase;500;7.008;3292.5195
FileReaderWithoutValidation;500;8.642;2550.0256
FilesLinesCase;500;6.985;3246.1382
FilesLinesWithoutValidation;500;7.673;3044.8735
BufferReaderWithoutValidation;500;7.517;3715.986
ScannerCase;500;8.905;2369.7683
CSVReaderCase;500;8.53;3221.2256
CSVReaderWithoutValidation;1000;23.78;5917.3965
ScannerCase;1000;18.976;4928.203
FileReaderWithoutValidation;1000;18.401;6011.7104
FilesLinesCase;1000;15.059;4412.4077
FileReaderCase;1000;15.181;5564.2686
CSVReaderCase;1000;18.26;5112.5938
FilesLinesWithoutValidation;1000;16.458;5993.067
BufferReaderWithoutValidation;1000;16.082;5263.552
BufferReaderCase;1000;15.773;4957.6675
ScannerWithoutValidation;1000;19.826;5477.4614
ScannerCase;2000;40.584;8711.2705
FilesLinesCase;2000;31.504;9625.926
FilesLinesWithoutValidation;2000;35.026;10501.785
BufferReaderCase;2000;33.151;8623.19
BufferReaderWithoutValidation;2000;34.418;11536.318
CSVReaderWithoutValidation;2000;49.673;11267.883
ScannerWithoutValidation;2000;41.287;10525.491
FileReaderCase;2000;33.144;8677.7295
FileReaderWithoutValidation;2000;37.678;10529.686
CSVReaderCase;2000;40.59;9300.755
BufferReaderWithoutValidation;4000;80.997;16870.281
FilesLinesCase;4000;72.411;16418.54
BufferReaderCase;4000;69.658;16607.283
CSVReaderCase;4000;83.495;16892.496
ScannerCase;4000;85.716;16340.679
FileReaderCase;4000;72.268;16383.829
CSVReaderWithoutValidation;4000;113.113;16337.227
FilesLinesWithoutValidation;4000;83.241;15787.444
FileReaderWithoutValidation;4000;88.872;16737.273
ScannerWithoutValidation;4000;94.542;16710.906
FileReaderCase;100;1.242;1056.9646
ScannerCase;100;1.579;1409.286
BufferReaderCase;100;1.212;1104.4496
FilesLinesWithoutValidation;100;1.319;832.52277
CSVReaderWithoutValidation;100;2.064;787.1781
FileReaderWithoutValidation;100;1.543;514.6167
BufferReaderWithoutValidation;100;1.309;806.9729
FilesLinesCase;100;1.222;1100.8086
CSVReaderCase;100;1.53;1077.49
ScannerWithoutValidation;100;1.701;549.7961
FileReaderCase;250;3.489;1308.6185
BufferReaderCase;250;3.36;1203.7554
ScannerWithoutValidation;250;4.38;2348.1052
ScannerCase;250;4.407;1379.9255
BufferReaderWithoutValidation;250;3.588;1608.031
CSVReaderWithoutValidation;250;5.341;2377.002
FilesLinesCase;250;3.33;1786.4822
FilesLinesWithoutValidation;250;3.487;2351.2695
FileReaderWithoutValidation;250;3.948;2393.6748
CSVReaderCase;250;4.034;2021.6545
CSVReaderWithoutValidation;500;11.481;3065.8555
FilesLinesWithoutValidation;500;7.86;2558.4688
FilesLinesCase;500;7.065;3242.1963
BufferReaderWithoutValidation;500;7.641;2965.1794
FileReaderCase;500;7.239;2147.407
ScannerCase;500;9.007;2488.1487
CSVReaderCase;500;8.387;3158.3103
ScannerWithoutValidation;500;9.294;3170.893
FileReaderWithoutValidation;500;8.43;3414.1636
BufferReaderCase;500;7.129;2642.4048
BufferReaderWithoutValidation;1000;16.522;5915.9517
CSVReaderWithoutValidation;1000;23.945;5961.448
FilesLinesWithoutValidation;1000;16.491;5720.1665
ScannerWithoutValidation;1000;20.141;5144.1997
FileReaderCase;1000;15.917;4511.4146
BufferReaderCase;1000;15.397;4139.699
FilesLinesCase;1000;14.807;5330.9604
ScannerCase;1000;18.895;6491.068
CSVReaderCase;1000;18.128;5116.993
FileReaderWithoutValidation;1000;18.396;5269.3457
ScannerWithoutValidation;2000;41.518;9724.379
CSVReaderWithoutValidation;2000;50.298;9883.462
BufferReaderCase;2000;33.2;8629.666
FileReaderWithoutValidation;2000;39.139;9476.915
CSVReaderCase;2000;39.545;8711.035
FilesLinesCase;2000;33.314;8895.791
ScannerCase;2000;40.293;9785.116
BufferReaderWithoutValidation;2000;35.041;9669.854
FileReaderCase;2000;33.915;9163.555
FilesLinesWithoutValidation;2000;35.653;9908.929
BufferReaderCase;4000;71.776;16811.117
FileReaderCase;4000;73.68;16696.455
FilesLinesWithoutValidation;4000;83.455;16423.723
FileReaderWithoutValidation;4000;89.683;16008.9795
ScannerWithoutValidation;4000;98.284;15751.682
ScannerCase;4000;87.793;16569.047
FilesLinesCase;4000;75.07;15290.785
CSVReaderWithoutValidation;4000;113.06;16672.41
BufferReaderWithoutValidation;4000;83.177;15836.66
CSVReaderCase;4000;88.281;15249.327
FilesLinesCase;100;1.238;1120.7211
ScannerWithoutValidation;100;1.641;1984.7178
BufferReaderWithoutValidation;100;1.344;671.0886
BufferReaderCase;100;1.213;1115.6848
CSVReaderWithoutValidation;100;2.06;2127.9514
CSVReaderCase;100;1.489;1082.1304
FileReaderWithoutValidation;100;1.457;1841.2994
ScannerCase;100;1.579;1407.3337
FilesLinesWithoutValidation;100;1.335;768.64716
FileReaderCase;100;1.225;1048.576
ScannerCase;250;4.412;1160.815
FilesLinesCase;250;3.318;1986.9148
CSVReaderCase;250;4.059;1862.271
BufferReaderWithoutValidation;250;3.483;1588.3646
ScannerWithoutValidation;250;4.337;2741.0205
FileReaderCase;250;3.361;1828.7166
CSVReaderWithoutValidation;250;5.455;2311.0596
BufferReaderCase;250;3.276;1598.9373
FilesLinesWithoutValidation;250;3.497;1602.2081
FileReaderWithoutValidation;250;3.948;1820.2618
CSVReaderCase;500;8.723;2621.4365
ScannerWithoutValidation;500;9.43;3057.4297
BufferReaderCase;500;7.018;3196.059
FileReaderWithoutValidation;500;8.915;3085.6523
CSVReaderWithoutValidation;500;11.328;3728.7117
BufferReaderWithoutValidation;500;7.796;2961.1206
ScannerCase;500;8.968;2449.4612
FilesLinesCase;500;7.246;3342.8564
FileReaderCase;500;7.422;2080.374
FilesLinesWithoutValidation;500;7.466;4043.306
FileReaderWithoutValidation;1000;17.927;6356.8413
FileReaderCase;1000;15.564;5301.5747
CSVReaderCase;1000;18.299;4445.7715
BufferReaderWithoutValidation;1000;15.694;6983.5083
CSVReaderWithoutValidation;1000;23.615;4919.899
BufferReaderCase;1000;15.005;4345.299
ScannerCase;1000;19.237;4805.5317
FilesLinesCase;1000;14.908;5117.051
ScannerWithoutValidation;1000;20.028;5295.195
FilesLinesWithoutValidation;1000;15.867;6643.7773
FilesLinesWithoutValidation;2000;34.557;10780.253
ScannerCase;2000;41.326;8562.558
CSVReaderWithoutValidation;2000;50.101;10936.533
FilesLinesCase;2000;33.213;9267.2
ScannerWithoutValidation;2000;41.829;9418.195
BufferReaderWithoutValidation;2000;35.045;10287.744
FileReaderCase;2000;34.423;9096.562
BufferReaderCase;2000;33.382;9767.69
FileReaderWithoutValidation;2000;38.053;10153.575
CSVReaderCase;2000;40.403;8475.858
FilesLinesCase;4000;71.366;16324.567
FilesLinesWithoutValidation;4000;83.417;15977.736
CSVReaderWithoutValidation;4000;111.221;16947.586
BufferReaderWithoutValidation;4000;81.37;16405.17
ScannerWithoutValidation;4000;98.916;15618.648
CSVReaderCase;4000;84.42;16691.17
BufferReaderCase;4000;71.514;16696.15
FileReaderWithoutValidation;4000;88.188;16088.351
ScannerCase;4000;86.511;16468.334
FileReaderCase;4000;71.934;16352.485
